0.0270711,0.99925,-0.0276932,2.42193,-0.998961,0.0260265,-0.0374102,-7.19473,-0.0366614,0.0286772,0.998916,-184.263,0,0,0,1,22.4848,42.1658
0.0457834,0.998951,0.0011668,-0.937263,-0.0126573,0.00174804,-0.999918,155.996,-0.998871,0.0457649,0.0127241,81.7209,0,0,0,1,20.3035,42.2901
0.0429957,0.999075,0.00102273,-1.90748,0.0978625,-0.00319281,-0.995195,151.447,-0.994271,0.0428892,-0.0979092,-36.3858,0,0,0,1,20.0532,42.6868
0.0328313,0.99943,0.00786395,-1.79798,-0.999458,0.0328109,0.00270657,33.1379,0.00244701,-0.00794854,0.999965,-180.677,0,0,0,1,22.4102,42.3892
0.0800378,-0.111526,0.990533,-119.25,-0.786684,-0.617328,-0.00593963,-79.2618,0.612146,-0.778761,-0.137145,109.989,0,0,0,1,-6.59647,50.5686
-0.26881,-0.961835,0.0511243,-6.37465,0.056397,0.0372696,0.997713,-163.063,-0.961541,0.271079,0.0442262,78.5258,0,0,0,1,22.8885,42.4645
-0.07194,-0.994925,-0.0703452,5.08524,-0.96186,0.0505417,0.268832,-83.6153,-0.263912,0.087002,-0.960615,172.926,0,0,0,1,19.0163,43.0619
-0.00734385,-0.999945,0.00748526,-1.47998,0.994499,-0.00652128,0.104542,-21.4435,-0.104487,0.00821182,0.994492,-184.142,0,0,0,1,23.0499,42.635
0.0194571,-0.996409,-0.0824097,7.09718,-0.757897,0.0390593,-0.651204,32.6731,0.652084,0.0751286,-0.754415,164.153,0,0,0,1,19.1799,43.0276
-0.0158099,0.998796,0.0464453,-5.67568,-0.0626214,-0.047349,0.996914,-152.213,0.997912,0.0128527,0.0632945,86.4193,0,0,0,1,19.917,42.8804
0.168037,0.985534,-0.02203,2.23966,0.873838,-0.159262,-0.459394,113.938,-0.456257,0.0579446,-0.887959,172.989,0,0,0,1,22.8622,43.2515
0.397071,-0.0887738,-0.913485,108.838,0.313219,-0.922448,0.225794,-84.9291,-0.862687,-0.375777,-0.338471,135.431,0,0,0,1,10.5767,51.3822
-0.23698,-0.192342,0.952284,-107.039,-0.632563,0.774508,-0.000981258,-62.4623,-0.737363,-0.602612,-0.305211,-69.6832,0,0,0,1,16.7799,51.4355
-0.0169389,0.999842,0.00546857,-0.652917,-0.999685,-0.0170372,0.0184475,8.31695,0.0185378,-0.00515437,0.999815,-180.583,0,0,0,1,23.4248,42.6911
-0.0165635,0.997465,-0.0692103,7.26375,-0.981296,-0.00293952,0.192481,-27.9509,0.19179,0.071104,0.978857,-189.771,0,0,0,1,22.8332,42.7063
0.265041,0.964237,0.000924717,-2.01572,0.135225,-0.03622,-0.990153,169.562,-0.954708,0.262556,-0.139989,94.2447,0,0,0,1,23.3726,42.4316
0.0107149,0.999779,0.0180798,-2.21105,-0.880275,0.00085404,0.474463,-120.486,0.474343,-0.020999,0.88009,-185.326,0,0,0,1,19.5272,42.6904
-0.0554483,-0.994888,-0.0844017,7.96958,0.964223,-0.0314084,-0.263225,14.6718,0.259229,-0.0959775,0.961035,-182.654,0,0,0,1,23.4111,42.7606
0.0873962,-0.993613,0.0713826,-8.48575,0.137533,-0.0589356,-0.988742,151.416,0.986634,0.0962298,0.131504,72.2564,0,0,0,1,20.3743,42.9626
