0.138188,0.0688929,-0.988007,125.065,-0.0957529,-0.991975,-0.0825621,8.36766,-0.985766,0.106014,-0.130482,37.972,0,0,0,1,12.5706,39.3066
-0.766976,0.0433774,-0.640208,47.175,-0.0351233,0.993379,0.109384,-12.7958,0.640714,0.106381,-0.760374,109.786,0,0,0,1,13.7908,41.9269
-0.306082,0.000928891,0.952005,-114.582,0.146575,0.988122,0.0461614,-4.6096,-0.940654,0.153669,-0.302582,53.8043,0,0,0,1,12.5091,39.3788
-0.32918,-0.0979423,0.939174,-132.695,0.0895037,0.986892,0.13429,-16.9326,-0.940016,0.128265,-0.316099,56.5706,0,0,0,1,14.3733,40.8765
-0.416413,-0.0456828,0.908027,-121.095,0.0665488,0.994526,0.0805532,-10.3391,-0.906737,0.0939715,-0.411093,66.7554,0,0,0,1,14.2657,41.2872
0.155431,0.0932209,-0.983438,110.229,-0.124807,-0.985707,-0.113161,10.2849,-0.979931,0.140329,-0.141575,38.2155,0,0,0,1,12.1701,39.74
0.952763,0.0450332,-0.300357,18.3306,0.0496204,-0.998739,0.00765758,-2.00012,-0.299634,-0.0221997,-0.953796,113.666,0,0,0,1,9.32978,42.7453
-0.219291,0.975201,-0.0299008,-23.7177,0.210413,0.077196,0.97456,-103.42,0.9527,0.20742,-0.222123,56.2413,0,0,0,1,9.89317,47.4523
0.00147195,0.0273443,0.999625,-117.787,0.0782725,0.996556,-0.0273756,2.22379,-0.996931,0.0782834,-0.000673422,23.8333,0,0,0,1,14.2599,41.6835
-0.0514847,-0.0773302,-0.995675,127.258,0.128107,0.988249,-0.0833776,8.94792,0.990423,-0.131846,-0.0409732,28.2622,0,0,0,1,14.1183,41.1073
-0.266119,0.0893295,-0.959792,118.504,-0.141441,-0.988538,-0.052788,4.26924,-0.953507,0.121706,0.275704,-3.74278,0,0,0,1,14.7344,41.6179
0.0968167,0.0463509,0.994222,-125.616,-0.103116,-0.993072,0.0563387,-6.57165,0.989946,-0.107975,-0.0913665,32.893,0,0,0,1,14.0646,41.9254
0.168269,0.0862552,0.98196,-117.942,-0.0296488,-0.995271,0.0925051,-9.82466,0.985295,-0.0446797,-0.164916,41.339,0,0,0,1,13.3441,41.9307
0.919015,0.00913848,0.394117,-59.5771,0.012514,-0.999904,-0.00599547,-0.710831,0.394025,0.0104419,-0.919041,101.274,0,0,0,1,9.43464,42.7247
0.95044,-0.00282904,0.310894,-53.6827,-0.0107093,-0.999663,0.0236429,-4.04795,0.310722,-0.0258006,-0.950151,102.785,0,0,0,1,9.80945,42.8748
0.369142,0.162949,0.914976,-109.92,-0.078175,-0.975576,0.205281,-20.5448,0.926079,-0.147306,-0.347388,59.8991,0,0,0,1,15.0842,42.1975
0.17371,-0.0489232,0.983581,-129.557,-0.253541,-0.967319,-0.00333663,-0.749354,0.9516,-0.248798,-0.180437,38.1444,0,0,0,1,15.5789,42.2471
-0.283492,0.091343,-0.954614,125.22,0.148142,0.987675,0.0505128,-6.65215,0.947463,-0.127098,-0.29353,54.154,0,0,0,1,13.7619,41.8785
0.997542,-0.0114087,-0.0691432,-19.527,-0.013575,-0.999429,-0.0309425,2.15141,-0.0687507,0.031805,-0.997127,101.656,0,0,0,1,10.3038,42.9263
0.0723486,-0.00210198,0.997377,-121.494,0.265354,0.963997,-0.0172168,1.9874,-0.961433,0.265903,0.0703017,12.8436,0,0,0,1,16.1003,42.559
-0.285384,0.0839333,-0.954731,108.594,0.139282,0.989215,0.0453314,-6.40035,0.948239,-0.12004,-0.293997,53.3854,0,0,0,1,14.1418,41.9657
0.526091,-0.0388144,0.849542,-104.597,-0.114697,-0.993069,0.0256562,-2.73304,0.842658,-0.110938,-0.526897,77.0741,0,0,0,1,14.8344,42.9043
0.00289556,-0.0432235,0.999061,-126.805,-0.0463977,0.997984,0.0433114,-5.95145,-0.998919,-0.0464796,0.000884246,3.18251,0,0,0,1,9.38011,42.9909
0.427683,0.0497532,0.902559,-131.331,-0.0678553,-0.9939,0.086942,-9.87315,0.901379,-0.098427,-0.421698,66.2782,0,0,0,1,11.7211,43.0556
